"BETA","Q10_RH","NPP_FLUX0","AERO_SCALE","DIFFUSIVITY","ECS"
0.473530182860391,2.55652447147444,53.4796445976084,0.826541569175838,2.35453087794353,2.46181526722859
0.566312841133734,1.80293494125574,52.0607820493573,0.718096388033861,2.38989086940349,2.86521853062772
0.593286260496104,1.42136058596092,50.4965053021261,0.766111858106103,2.44359823835831,2.3020869010544
0.523728590094758,1.3618773409896,53.6569819288932,1.09263121339884,2.3357305749062,2.57764050746594
0.758664539270111,1.77162270550519,37.8029625608989,1.0471437040351,2.5878232209862,2.71582618069068
0.502121123318263,0.838819873465297,59.2784387991596,1.17969765294821,2.54220015875223,1.91573147753769
0.516667866360634,1.61002265084808,60.3480563158792,0.889320574424838,2.14256437476479,3.12194711455939
0.501574707858393,1.00844937618461,54.9615330092716,1.43362457545355,2.32832216143206,2.95130887576892
0.662011334573019,1.46889455494574,48.8839504822078,0.986245541913303,2.49178874422573,2.77553256843092
0.499336140592153,3.08130801677287,61.406493833276,1.0660868787426,2.51008144921587,2.79888965607937
0.351869156602,0.622172180034448,72.0626119441464,0.843006173834957,2.59741926824935,2.34189793893393
0.512808264424038,1.07165023871352,58.754512148874,0.644324090160244,2.36459927564369,2.58464716977374
0.719519346126497,2.96083189818217,54.8468285605253,0.802430185272167,2.34757914458937,4.22417366833265
0.48695308683938,2.44230741693602,56.7111950113582,1.06536901073225,2.42351220037845,4.25632139882803
0.504273061723107,1.48409585342644,64.2146142796711,1.40011264804893,2.50560203961054,2.83649569013238
0.576009735483127,1.77002197724119,51.5716503778888,1.44045167484297,2.56679559550008,3.39109518884028
0.469107362459279,1.31440466934907,71.1091331075645,1.16433265041285,2.20986668801878,2.2363874359402
0.580495512329797,3.38629818818209,47.351983555173,1.29220030272518,2.28104413524025,4.32729787971548
0.45155409916205,1.65767933284962,57.6966884283244,1.30203458054765,2.32498537053956,2.68962446027915
0.444909240582348,3.54372068430916,64.7586428572628,0.821004438214697,2.27415942687241,2.13936058281515
0.533612260689226,1.99874557147629,44.7612075313925,1.10567284419417,2.55578807340715,2.29268139858186
0.550599860020025,1.18676880130214,54.2067764360711,0.92735152596249,2.23725046986909,2.25085645179889
0.605816323569952,0.756009966236773,51.2353398500975,0.915594139258208,2.49846366371084,2.85481581076989
0.457329517292343,1.10173987142928,70.3081404979876,1.13630626810082,2.40015598646754,4.22143859267582
0.674410126172125,1.86545488862455,58.2092973843277,0.749765787188691,2.52323629778772,4.30808744786449
0.486855379738665,2.90794011312442,56.8345864581807,1.00364308233888,2.32292665610468,3.22966025070929
0.595564788340221,1.35910737474057,53.6198700802797,0.93676792381715,2.40703231633217,3.74568287377307
0.594289930571732,2.13227838890671,58.4769244429677,1.21668556151373,2.27064570910495,2.79367483050459
0.538976064659961,0.966111290653198,55.5260057533464,1.08598764647304,2.41202204817061,2.68891474976405
0.557655074729146,1.62082396982008,60.7432209000831,0.88203557277961,2.3479204330429,4.23267555772524
0.597928881605527,1.29046773553623,58.7182432571846,1.00647570189975,2.17575906865883,3.56398649101528
0.538983288657908,1.46955673703495,58.5765381531166,1.02825833315201,2.21908301102413,2.55361284964677
0.558488295353066,1.81438432827593,65.020643061636,1.12566575628565,2.57510780691242,2.5686070444606
0.493276535725902,1.16693317971235,74.8200197666234,1.0157803803102,2.45844617299616,3.62091521813783
0.548523056486561,1.62556635401396,55.0148003442047,0.967314422369237,2.29421355142688,2.73402409165014
0.588182372736551,2.45970882521365,61.195434843882,0.608709537147753,2.37403411110214,3.02390384859563
0.457270794052553,0.707885513560593,75.3404512962913,0.914926684682124,2.16802505308699,3.49988814128012
0.563584811975207,1.87012239141502,53.2982237099876,1.33878047273908,2.28691620799759,1.91944607594901
0.622072856829065,1.89585429076269,52.7511235656953,0.869594433188989,2.4839452143146,3.21599981552274
0.602087816286686,1.80648431634618,61.2341104277501,1.18209156582471,2.20696065420901,3.11963794275069
0.520981361338929,1.86409611546432,59.2412172839174,1.09726872570364,2.27675653261282,2.43421457657935
0.592351816199954,2.07639219135936,45.1233024194541,1.42767379792288,2.28939338673667,3.45234841626282
0.606817873783459,1.37757733051313,46.3275182706691,0.888842150143783,2.72798541384177,3.98141184056206
0.441422370259032,1.64570361426279,70.7275834578251,0.939389146242836,2.39487536285476,2.87296029869093
0.420021910135214,0.716946920746322,64.7630376629725,1.20176282826059,2.39263759229096,3.46162707921426
0.681270700980493,4.68400770885228,56.3732629447204,1.00061989771125,2.38305656363071,2.07050070591852
0.555792143753203,0.566719007915868,60.0703557806851,0.735421447574287,2.43171118554705,2.93168884762506
0.538844022915959,1.43457148882474,68.5118419727323,1.22991913375463,2.33523999751631,3.27586865874749
0.517910346246091,4.46419306105836,50.7658663890558,1.04680648661329,2.38701009423089,2.7737816780828
0.410567110483947,0.860775243687228,78.4740340288825,1.20972532225057,2.18174797964741,2.93801250228312
0.591199689804039,0.976699245088525,54.5065210381471,0.822559964995038,2.51526233739738,2.34969227977708
0.508286015425348,0.51554580030574,72.4426108211664,1.17639846348306,2.21636491122268,3.36116744413608
0.511724329366808,0.685040634672196,60.0500161997828,0.760651340255298,2.48153624877411,4.91627098068712
0.623334632857116,0.88053033587895,46.7897929845449,1.10209350885018,2.42618614545896,4.52364665409844
0.612177311050825,0.661278416685112,55.2951636290588,1.11358986506597,2.10605716498594,4.89191449773857
0.482382607694533,3.33444670471842,48.0119446813716,1.20254094428074,2.45620420048793,3.20802843405635
0.59503485607263,0.973743038215203,47.6571884469989,0.647831092623616,2.50678649436626,3.55345490084941
0.41892111205521,2.8401886654962,64.6504620677678,1.29125046184549,2.48999915760406,2.7892416433044
0.443920741312216,0.703035841988103,71.8233136788838,0.990464739299342,2.21967269534427,2.9546096334846
